City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
346,Rocha,UY,-34.4833,-54.3333,68.67,62,1,5.53,clear sky
347,Pozo Colorado,PY,-23.4923,-58.7972,73.38,87,100,1.77,overcast clouds
348,Kachiry,KZ,53.0675,76.1036,3.31,97,52,8.75,broken clouds
349,Coquimbo,CL,-29.9533,-71.3436,65.93,72,0,12.66,clear sky
350,Naranjal,EC,-2.6667,-79.6167,83.53,85,85,2.37,light rain
351,Bud,US,39.447,-86.1758,67.42,62,90,10.78,overcast clouds
352,Boissevain,CA,49.2306,-100.0559,7.65,92,100,3.47,overcast clouds
353,Sorland,NO,67.667,12.6934,33.87,58,99,13.56,overcast clouds
354,Christchurch,NZ,-43.5333,172.6333,67.6,68,26,9.22,scattered clouds
355,Falmouth,GB,50.1544,-5.0711,49.1,100,75,8.05,moderate rain
356,Lumberton,US,34.6182,-79.0086,75.88,46,0,4.29,clear sky
357,Mtambile,TZ,-5.3833,39.7,78.76,78,88,10.6,overcast clouds
358,Katherine,AU,-14.4667,132.2667,80.92,78,92,5.75,overcast clouds
359,Saraland,US,30.8207,-88.0706,76.64,40,6,5.35,clear sky
360,Chernyshevskiy,RU,63.0128,112.4714,5.45,96,100,6.08,overcast clouds
361,Plouzane,FR,48.3833,-4.6167,50.18,93,100,12.66,light rain
362,Shingu,JP,33.7333,135.9833,45.91,63,0,6.22,clear sky
363,Pokrovskoye,RU,47.4157,38.8971,38.8,97,100,8.3,overcast clouds
364,Vagur,FO,61.4732,-6.8119,43.43,88,44,31.74,scattered clouds
365,Yichun,CN,47.7,128.9,-0.13,97,63,1.95,broken clouds
366,Atar,MR,20.5169,-13.0499,73.81,26,0,9.62,clear sky
367,Bambous Virieux,MU,-20.3428,57.7575,79.05,94,75,11.5,light rain
368,Ostrovnoy,RU,68.0531,39.5131,26.91,94,100,4.32,overcast clouds
369,Thompson,CA,55.7435,-97.8558,6.96,40,75,16.11,broken clouds
370,Kamenskiy,RU,50.8855,45.488,23.76,99,100,4.7,overcast clouds
371,Vestmannaeyjar,IS,63.4427,-20.2734,41.92,62,99,20.54,overcast clouds
372,Vila Franca Do Campo,PT,37.7167,-25.4333,58.19,71,84,8.1,broken clouds
373,Grindavik,IS,63.8424,-22.4338,39.15,81,75,19.57,broken clouds
374,Luderitz,NA,-26.6481,15.1594,65.25,87,0,7.83,clear sky
375,Santa Cruz,BO,-17.8,-63.1667,89.06,62,40,13.8,scattered clouds
376,Tumen,CN,42.9661,129.8425,25.88,42,0,6.15,clear sky
377,Hualmay,PE,-11.0964,-77.6139,72.73,78,96,6.64,overcast clouds
378,Zhangjiakou,CN,40.81,114.8794,28.78,47,37,3.0,scattered clouds
379,Itoman,JP,26.1247,127.6694,60.82,79,75,6.91,broken clouds
380,Richards Bay,ZA,-28.783,32.0377,73.04,76,7,12.15,clear sky
381,Pizarro,CO,4.9533,-77.366,77.22,88,73,4.59,light rain
382,Kharsawan,IN,22.8,85.8333,67.44,37,1,3.18,clear sky
383,Talcahuano,CL,-36.7167,-73.1167,69.48,68,0,18.41,clear sky
384,Lasa,IT,46.6166,10.7002,40.08,78,98,4.36,overcast clouds
385,Dasoguz,TM,41.8363,59.9666,42.75,87,0,11.5,clear sky
386,Hay River,CA,60.8156,-115.7999,-4.02,65,20,5.75,few clouds
387,Deputatskiy,RU,69.3,139.9,-26.09,98,88,1.3,overcast clouds
388,Payo,ID,-3.7508,103.6372,70.11,92,97,2.04,overcast clouds
389,Hami,CN,42.8,93.45,34.09,38,51,0.69,broken clouds
390,Havelock,US,34.8791,-76.9013,69.78,54,0,12.66,clear sky
391,Vigrestad,NO,58.5667,5.7,38.59,76,1,5.93,clear sky
392,Chumikan,RU,54.7183,135.315,-3.15,91,94,13.47,overcast clouds
393,Mayumba,GA,-3.432,10.6554,79.41,85,73,0.54,broken clouds
394,Les Cayes,HT,18.2,-73.75,77.7,76,40,3.13,scattered clouds
395,Olavarria,AR,-36.8927,-60.3225,67.15,44,1,8.23,clear sky
396,Ahipara,NZ,-35.1667,173.1667,72.55,53,98,15.28,overcast clouds
397,Morro Bay,US,35.3658,-120.8499,84.74,60,29,4.0,scattered clouds
398,Nova Olinda Do Norte,BR,-3.8881,-59.0942,75.27,96,95,1.66,light rain
399,Morant Bay,JM,17.8815,-76.4093,83.82,77,25,9.4,scattered clouds
400,Boromo,BF,11.75,-2.9333,85.73,40,60,4.45,broken clouds
401,Lompoc,US,34.6391,-120.4579,83.08,34,0,12.66,clear sky
402,Chicama,PE,-7.8447,-79.1469,68.54,60,71,7.4,broken clouds
403,Bairiki,KI,1.3292,172.9752,82.4,83,75,12.66,light rain
404,Meulaboh,ID,4.1363,96.1285,77.05,87,100,4.9,overcast clouds
405,San Roque,ES,36.2107,-5.3842,59.83,67,44,13.8,scattered clouds
406,Port Augusta,AU,-32.5,137.7667,80.71,40,2,4.83,clear sky
407,Bahia Blanca,AR,-38.7196,-62.2724,70.07,42,27,10.78,scattered clouds
408,Igarka,RU,67.4667,86.5833,-14.48,98,100,4.25,overcast clouds
409,Taltal,CL,-25.4,-70.4833,66.97,79,24,2.06,few clouds
410,Port Victoria,KE,0.0939,33.9756,72.54,67,85,6.29,overcast clouds
411,Kendari,ID,-3.945,122.4989,77.41,88,31,1.61,scattered clouds
412,Tezu,IN,27.9167,96.1667,60.8,36,0,4.59,clear sky
413,Haines Junction,CA,60.7522,-137.5108,28.35,50,100,2.3,overcast clouds
414,Mabaruma,GY,8.2,-59.7833,75.94,88,62,4.54,broken clouds
415,Uni,RU,57.7535,51.4923,19.56,99,99,7.67,overcast clouds
416,Forestville,US,38.8451,-76.875,62.24,49,40,6.91,scattered clouds
417,Cap Malheureux,MU,-19.9842,57.6142,79.29,90,31,1.99,scattered clouds
418,Saldanha,ZA,-33.0117,17.9442,66.25,92,2,3.89,clear sky
419,Linhai,CN,28.85,121.1167,51.93,74,95,1.9,overcast clouds
420,Vila Velha,BR,-20.3297,-40.2925,80.55,85,20,14.97,few clouds
421,Eyl,SO,7.9803,49.8164,72.95,78,5,13.22,clear sky
422,Montijo,PT,38.7067,-8.9739,57.58,82,0,4.61,clear sky
423,Guanare,VE,9.0418,-69.7421,86.02,58,73,6.91,broken clouds
424,Boende,CD,-0.2167,20.8667,70.83,97,100,2.33,light rain
425,Gampaha,LK,7.0897,79.9925,76.93,94,100,8.05,light rain
426,Leshukonskoye,RU,64.8989,45.7622,29.89,90,100,7.94,overcast clouds
427,Tanabi,BR,-20.6264,-49.6492,82.62,63,18,5.32,few clouds
428,Callaguip,PH,18.0714,120.4867,73.42,88,40,5.75,scattered clouds
429,Sorong,ID,-0.8833,131.25,81.19,78,100,2.21,overcast clouds
430,Cacoal,BR,-11.4386,-61.4472,76.03,92,100,2.68,overcast clouds
431,Suntar,RU,62.1444,117.6319,4.69,96,100,3.98,overcast clouds
432,Prince Rupert,CA,54.3161,-130.3201,44.69,87,75,9.22,broken clouds
433,Bolshoy Lug,RU,52.0779,104.0919,21.38,92,100,4.21,overcast clouds
434,Batemans Bay,AU,-35.7167,150.1833,72.19,95,97,12.44,overcast clouds
435,Boa Vista,BR,2.8197,-60.6733,87.78,51,40,9.22,scattered clouds
436,Maragogi,BR,-9.0122,-35.2225,80.31,80,76,7.18,broken clouds
437,Ratnagiri,IN,16.9833,73.3,75.51,48,27,3.15,scattered clouds
438,Farmington,US,36.7281,-108.2187,67.39,12,0,3.44,clear sky
439,Bathsheba,BB,13.2167,-59.5167,77.61,78,75,17.27,broken clouds
440,Svebolle,DK,55.6518,11.2866,34.88,85,42,6.35,scattered clouds
441,Lagoa,PT,39.05,-27.9833,57.42,57,87,11.92,overcast clouds
442,Karratha,AU,-20.7377,116.8463,86.7,67,43,7.23,scattered clouds
443,Nosy Varika,MG,-20.5833,48.5333,75.18,93,100,3.4,light rain
444,Kemalpasa,TR,38.4262,27.4173,38.71,80,100,8.99,overcast clouds
445,Hitachi,JP,36.6,140.65,37.87,84,98,3.94,overcast clouds
446,Surgana,IN,20.5667,73.6167,69.6,25,7,3.89,clear sky
447,Akita,JP,39.7167,140.1167,34.74,93,75,5.75,mist
448,San Quintin,MX,30.4833,-115.95,69.67,39,98,7.29,overcast clouds
449,Sayyan,YE,15.1718,44.3244,54.39,37,5,7.36,clear sky
450,Treinta Y Tres,UY,-33.2333,-54.3833,70.93,60,0,6.46,clear sky
451,Bulgan,MN,48.8125,103.5347,15.91,73,100,7.05,overcast clouds
452,San Andres,CO,12.5847,-81.7006,80.62,83,75,10.36,light intensity drizzle
453,Qeshm,IR,26.9581,56.2719,64.29,70,2,4.74,clear sky
454,Stephenville,US,32.2207,-98.2023,77.59,18,0,5.75,clear sky
455,Senanga,ZM,-16.1167,23.2667,66.15,97,100,4.92,moderate rain
456,Dharchula,IN,29.85,80.5333,49.08,39,20,8.25,few clouds
457,Ugoofaaru,MV,5.6667,73.0,82.85,57,95,7.45,overcast clouds
458,Alyangula,AU,-13.8483,136.4192,84.07,84,98,0.0,overcast clouds
459,Mao,ES,39.8885,4.2658,54.16,82,40,6.91,scattered clouds
460,Raudeberg,NO,61.9875,5.1352,38.62,93,35,11.77,scattered clouds
461,Mahanoro,MG,-19.9,48.8,76.75,91,99,4.52,overcast clouds
462,Tuy Hoa,VN,13.0833,109.3,70.38,90,81,5.48,broken clouds
463,Chiang Khong,TH,20.2613,100.4046,68.32,69,45,1.68,scattered clouds
464,Sao Miguel Do Araguaia,BR,-13.275,-50.1628,73.62,90,99,4.88,overcast clouds
465,Russell,US,32.3502,-85.1999,78.51,20,0,3.44,clear sky
466,Urumqi,CN,43.801,87.6005,29.35,80,0,2.24,clear sky
467,Baghdad,IQ,33.3406,44.4009,67.91,30,0,10.36,clear sky
468,Kholmogory,RU,64.2229,41.656,26.71,93,98,6.55,overcast clouds
469,Tual,ID,-5.6667,132.75,83.73,73,67,8.01,broken clouds
470,Koani,TZ,-6.1333,39.2833,76.35,80,82,6.15,broken clouds
471,Port Elizabeth,ZA,-33.918,25.5701,65.1,82,0,6.91,clear sky
472,Lodja,CD,-3.4833,23.4333,66.94,98,100,1.59,overcast clouds
473,Mayo,US,38.8876,-76.5119,62.87,61,0,5.75,clear sky
474,Tura,IN,25.5198,90.2201,61.65,38,0,2.86,clear sky
475,Champlin,US,45.1889,-93.3975,34.02,58,40,13.8,scattered clouds
476,Zhigansk,RU,66.7697,123.3711,-26.41,100,99,2.44,overcast clouds
477,Nome,US,64.5011,-165.4064,17.67,79,75,12.66,broken clouds
478,Mwene-Ditu,CD,-7.0,23.45,62.91,95,78,1.03,broken clouds
479,Namibe,AO,-15.1961,12.1522,73.98,83,99,6.51,overcast clouds
480,La Tuque,CA,47.4334,-72.7824,19.65,63,100,5.75,overcast clouds
481,Sao Felix Do Xingu,BR,-6.6447,-51.995,73.49,97,100,1.25,overcast clouds
482,Punta Alta,AR,-38.8759,-62.0736,67.8,52,20,13.2,few clouds
483,Batangafo,CF,7.3008,18.2833,81.54,28,97,2.28,overcast clouds
484,Dobroye,RU,52.8678,39.8109,27.45,99,100,3.27,overcast clouds
485,Tadine,NC,-21.55,167.8833,83.03,73,98,4.94,overcast clouds
486,Anadyr,RU,64.75,177.4833,12.7,85,0,11.18,clear sky
487,Olean,US,42.0776,-78.4297,45.28,69,100,4.61,overcast clouds
488,Kieta,PG,-6.2167,155.6333,80.6,77,100,2.68,overcast clouds
489,Maxixe,MZ,-23.8597,35.3472,70.84,78,0,5.95,clear sky
490,Pitimbu,BR,-7.4706,-34.8086,81.19,75,82,9.6,broken clouds
491,Imaculada,BR,-7.3897,-37.5092,72.01,71,100,4.56,overcast clouds
492,Madang,PG,-5.2246,145.7966,80.29,82,97,1.97,overcast clouds
493,Toamasina,MG,-18.1667,49.3833,78.8,89,40,2.3,scattered clouds
494,Hovd,MN,48.0056,91.6419,7.36,66,64,8.08,broken clouds
495,Geraldton,AU,-28.7667,114.6,55.81,71,0,10.36,clear sky
496,Thunder Bay,CA,48.4001,-89.3168,21.11,35,0,14.97,clear sky
497,Lata,PT,40.1629,-8.3327,55.81,89,90,1.36,overcast clouds
498,Walvis Bay,NA,-22.9575,14.5053,65.35,77,7,2.3,clear sky
499,Mugur-Aksy,RU,50.35,90.5,-6.03,85,44,9.04,scattered clouds
500,Mahbubnagar,IN,16.7333,77.9833,70.32,36,36,4.45,scattered clouds
501,Whitecourt,CA,54.1502,-115.6855,20.44,86,100,6.91,mist
502,Linguere,SN,15.3953,-15.1193,77.92,13,60,11.05,broken clouds
503,Alamogordo,US,32.8995,-105.9603,76.14,12,0,5.99,clear sky
504,Pitsunda,GE,43.1592,40.3378,46.58,92,100,5.5,light rain
505,Iki-Burul,RU,45.8208,44.6472,39.54,87,97,10.87,overcast clouds
506,Kundiawa,PG,-6.0167,144.9667,66.92,89,100,0.74,overcast clouds
507,Te Anau,NZ,-45.4167,167.7167,66.24,51,81,0.94,broken clouds
508,Isangel,VU,-19.55,169.2667,84.31,89,40,6.91,scattered clouds
509,Guane,CU,22.2025,-84.0875,75.56,51,3,6.24,clear sky
510,Bonavista,CA,48.6499,-53.1147,31.12,77,87,20.89,overcast clouds
511,Port Keats,AU,-14.25,129.55,84.07,78,16,9.69,few clouds
512,Kuching,MY,1.55,110.3333,75.42,94,20,0.0,few clouds
513,Bani,DO,18.2833,-70.3333,80.04,77,48,4.88,scattered clouds
514,Rabat,MA,33.9911,-6.8401,59.16,92,75,0.0,broken clouds
515,Zheshart,RU,62.0731,49.5733,23.67,97,100,5.1,overcast clouds
516,Cherkasskoye,RU,52.4333,47.2167,24.49,96,100,0.96,overcast clouds
517,Soissons,FR,49.3333,3.3333,46.6,82,98,3.53,overcast clouds
518,Aswan,EG,24.0934,32.907,74.5,16,0,9.22,clear sky
519,Marienburg,PL,54.0359,19.0266,34.12,79,3,4.45,clear sky
520,Port Macquarie,AU,-31.4333,152.9167,78.89,70,75,10.56,broken clouds
521,Kushima,JP,31.4583,131.2333,42.84,66,0,7.61,clear sky
522,Charters Towers,AU,-20.1,146.2667,90.57,33,16,10.13,few clouds
523,Husavik,IS,66.0449,-17.3389,42.71,88,100,25.88,overcast clouds
524,Borovoy,RU,55.4333,86.0833,7.88,72,0,13.42,clear sky
525,Siuna,NI,13.7332,-84.7773,84.72,44,25,8.99,scattered clouds
526,Cabedelo,BR,-6.9811,-34.8339,81.27,77,91,9.37,overcast clouds
527,The Valley,AI,18.217,-63.0578,80.46,78,20,12.66,few clouds
528,Kibala,TD,9.1104,18.3463,78.75,36,0,0.0,clear sky
529,San Gabriel Casa Blanca,MX,18.15,-97.1333,79.5,33,3,9.51,clear sky
530,Hokitika,NZ,-42.7167,170.9667,64.83,56,90,4.47,overcast clouds
531,Tecoanapa,MX,16.5167,-98.75,84.6,57,57,11.34,broken clouds
532,Villa Union,MX,23.2,-106.2333,74.91,64,100,7.58,overcast clouds
533,Saluzzo,IT,44.6464,7.4862,46.29,55,100,2.3,overcast clouds
534,Charyshskoye,RU,51.3978,83.5598,4.14,94,62,4.9,broken clouds
535,Mardin,TR,37.3131,40.7436,44.6,96,100,12.12,overcast clouds
536,Bousso,TD,10.4795,16.7117,81.07,10,77,5.37,broken clouds
537,Guerrero Negro,MX,27.9769,-114.0611,70.81,40,99,12.3,overcast clouds
538,Lima,PE,-12.0432,-77.0282,76.39,82,0,9.22,fog
539,Niksic,ME,42.7731,18.9445,37.27,81,11,6.13,few clouds
540,Mogadishu,SO,2.0371,45.3438,78.22,85,92,22.12,overcast clouds
541,Komatsu,JP,36.4026,136.4509,44.73,87,75,9.22,broken clouds
542,Pisco,PE,-13.7,-76.2167,78.85,61,0,8.05,clear sky
543,Riyadh,SA,24.6877,46.7219,69.94,27,33,11.12,scattered clouds
544,Cabra,ES,37.4725,-4.4421,53.65,70,72,2.3,broken clouds
545,Oktyabrskiy,RU,54.4815,53.471,21.47,96,85,4.56,overcast clouds
546,Vostok,RU,46.4856,135.8833,11.17,94,100,4.12,light snow
547,Grants Pass,US,42.439,-123.3284,66.43,65,100,7.0,overcast clouds
548,Pemba,MZ,-12.974,40.5178,77.61,86,100,4.16,moderate rain
549,Zhoucheng,CN,35.9122,116.3117,39.27,41,0,1.19,clear sky
550,Muros,ES,42.7762,-9.0603,55.24,92,100,18.75,overcast clouds
551,Fengcheng,CN,40.4536,124.0717,27.09,47,2,2.93,clear sky
552,Sturgeon Bay,US,44.8342,-87.377,36.09,74,100,10.36,overcast clouds
553,Ponta Delgada,PT,37.7333,-25.6667,58.5,76,20,6.91,few clouds
554,Miri,MY,4.4148,114.0089,73.54,100,40,0.0,scattered clouds
555,Arcata,US,40.8665,-124.0828,61.2,88,100,3.0,overcast clouds
556,Fare,PF,-16.7,-151.0167,81.59,74,60,15.66,broken clouds
557,Lokosovo,RU,61.1333,74.8167,20.14,94,100,11.41,light snow
558,Kayerkan,RU,69.3497,87.7602,-14.69,98,100,3.36,overcast clouds
559,Katangli,RU,51.7102,143.2326,-0.6,95,83,6.49,broken clouds
560,Nara,JP,34.6851,135.8049,45.68,64,56,4.65,broken clouds
561,Jiwani,PK,25.05,61.7417,72.28,73,0,7.02,clear sky
562,Liuzhou,CN,24.3126,109.3892,62.8,82,59,2.26,broken clouds
563,Freeport,US,40.6576,-73.5832,53.56,53,0,17.27,clear sky
564,Olinda,BR,-8.0089,-34.8553,83.93,74,40,8.05,scattered clouds
565,Kommunar,RU,59.6206,30.39,31.53,94,86,4.81,overcast clouds
566,Korla,CN,41.7597,86.1469,35.33,50,20,2.77,few clouds
567,Cocorit,MX,27.5833,-109.9667,88.47,10,97,13.09,overcast clouds
568,Port Lincoln,AU,-34.7333,135.8667,72.88,70,81,5.93,broken clouds
569,Roswell,US,34.0232,-84.3616,76.12,20,0,11.5,clear sky
570,Turayf,SA,31.6725,38.6637,62.85,36,0,6.91,clear sky
571,Biak,ID,-0.9131,122.8766,78.19,80,87,2.73,overcast clouds
572,Lewisporte,CA,49.2499,-55.0482,28.13,75,99,15.73,overcast clouds
573,Taikang,CN,46.8333,124.4167,1.99,90,5,5.19,clear sky
574,Falakata,IN,26.5208,89.2055,64.36,48,0,1.61,clear sky
575,Tiznit,MA,29.5833,-9.5,57.02,74,6,3.2,clear sky
576,Bandarbeyla,SO,9.4942,50.8122,74.46,76,13,13.27,few clouds
577,Mayfield Heights,US,41.5192,-81.4579,52.29,72,100,4.61,overcast clouds
578,Takoradi,GH,4.8845,-1.7554,79.36,82,57,7.43,broken clouds
579,Batticaloa,LK,7.7102,81.6924,79.39,73,100,16.42,heavy intensity rain
580,Yelatma,RU,54.9675,41.7508,19.74,97,100,4.56,overcast clouds
581,Presidencia Roque Saenz Pena,AR,-26.7852,-60.4388,86.36,54,84,5.28,broken clouds
582,Kahului,US,20.8947,-156.47,85.26,60,20,11.5,few clouds
583,Akyab,MM,20.15,92.9,67.26,41,3,8.28,clear sky
584,Swiecie,PL,53.4095,18.4474,32.77,55,11,1.01,few clouds
585,Yatou,CN,37.15,122.3833,36.86,74,0,4.65,clear sky
586,Manavalakurichi,IN,8.1333,77.3,77.09,66,98,11.03,overcast clouds
587,Rizhao,CN,35.4275,119.4553,42.48,35,0,2.71,clear sky
588,Gambela,ET,8.25,34.5833,83.95,46,40,1.48,scattered clouds
589,Tsevie,TG,6.4261,1.2133,83.28,71,64,10.45,broken clouds
590,Leh,IN,34.1667,77.5833,5.14,86,91,3.24,overcast clouds
591,Xinglongshan,CN,43.9561,125.4661,11.95,85,7,2.24,clear sky
592,Gizo,SB,-8.103,156.8419,78.22,86,100,6.46,light rain
593,Guatire,VE,10.4762,-66.5427,81.1,95,75,3.98,broken clouds
594,Carauari,BR,-4.8828,-66.8958,74.66,92,99,2.62,light rain
595,Zanjan,IR,36.6736,48.4787,44.17,73,100,7.14,overcast clouds
596,Malindi,KE,-3.2175,40.1191,77.68,84,61,11.41,broken clouds
597,Loandjili,CG,-4.7561,11.8578,80.71,83,20,3.44,few clouds
598,Businga,CD,3.3333,20.8833,78.67,62,88,5.14,overcast clouds
599,Nakamura,JP,32.9833,132.9333,45.72,66,3,5.19,clear sky
600,Miastko,PL,54.0028,16.9826,30.52,87,3,4.09,clear sky
601,Manjacaze,MZ,-24.7117,33.8828,66.61,82,0,3.96,clear sky
602,Wanaka,NZ,-44.7,169.15,62.11,64,76,1.99,broken clouds
603,Kamina,CD,-8.7386,24.9906,62.49,97,93,2.17,overcast clouds
604,Champerico,GT,14.3,-91.9167,91.94,61,13,9.73,few clouds
605,Emerald,AU,-23.5333,148.1667,84.34,39,0,9.22,clear sky
606,San Carlos De Bariloche,AR,-41.1456,-71.3082,71.35,40,0,17.27,clear sky
607,Baykit,RU,61.67,96.37,7.14,91,100,10.71,overcast clouds
608,Newport,GB,51.5877,-2.9984,47.44,88,100,3.0,overcast clouds
609,Byron Bay,AU,-28.65,153.6167,69.91,78,80,3.47,light rain
610,Buluang,PH,13.3068,123.3425,76.71,87,73,4.0,light rain
611,Wajima,JP,37.4,136.9,47.5,68,21,24.32,few clouds
612,Sao Joao Da Barra,BR,-21.6403,-41.0511,77.99,85,27,14.97,scattered clouds
613,Priiskovyy,RU,51.9333,116.6333,6.22,92,100,2.06,overcast clouds
614,Sandusky,US,41.3501,-83.1332,50.29,82,99,6.33,overcast clouds
615,Gunjur,GM,13.2019,-16.7339,71.38,70,95,14.7,overcast clouds
616,Komsomolskiy,UZ,40.4272,71.7189,42.22,65,6,9.22,clear sky
617,Santa Rosa,PH,14.3122,121.1114,79.02,79,66,10.16,broken clouds
618,Dir,PK,35.2058,71.8756,45.32,52,100,6.78,overcast clouds
619,Aykhal,RU,66.0,111.5,-3.59,99,100,5.44,overcast clouds
620,Los Llanos De Aridane,ES,28.6585,-17.9182,62.35,78,100,14.97,overcast clouds
621,Carora,VE,10.1755,-70.0827,81.19,61,100,9.53,overcast clouds
622,Kazachinskoye,RU,57.6953,93.2761,9.0,90,100,10.71,overcast clouds
623,Asau,RO,46.4333,26.4,31.95,87,95,4.34,overcast clouds
624,Nanyamba,TZ,-10.6833,39.8333,71.87,96,97,3.29,overcast clouds
625,Naustdal,NO,61.509,5.7168,37.26,100,20,5.75,mist
626,Lesnoy,RU,57.6198,63.0784,22.96,87,85,8.99,overcast clouds
627,Williston,US,48.147,-103.618,27.01,83,100,1.99,overcast clouds
628,Barpeta,IN,26.3167,91.0,64.49,54,1,2.53,clear sky
629,Kocser,HU,47.0017,19.9207,37.22,65,0,4.61,clear sky
630,Arroyos Y Esteros,PY,-25.0667,-57.1,78.55,98,97,3.11,moderate rain
631,Brockville,CA,44.5834,-75.6826,30.96,86,100,11.01,overcast clouds
632,Canico,PT,32.6333,-16.85,65.03,84,40,8.05,scattered clouds
633,Port Said,EG,31.2565,32.2841,64.38,82,0,11.5,clear sky
634,Kloulklubed,PW,7.0419,134.2556,79.3,78,20,17.38,few clouds
635,Beira,MZ,-19.8436,34.8389,78.89,73,0,8.05,clear sky
636,Vladeni,RO,47.7167,26.5167,33.96,93,75,11.5,light snow
637,Coihaique,CL,-45.5752,-72.0662,66.15,59,75,3.44,broken clouds
638,Vestmanna,FO,62.1564,-7.1664,40.12,81,100,27.63,overcast clouds
639,Taoudenni,ML,22.6783,-3.9836,68.99,24,43,16.46,scattered clouds
640,Diamantino,BR,-14.4086,-56.4461,75.49,89,89,2.73,overcast clouds
641,Namatanai,PG,-3.6667,152.4333,81.82,74,100,2.57,overcast clouds
642,Buraydah,SA,26.326,43.975,72.05,23,63,18.61,broken clouds
643,Changji,CN,44.0167,87.3167,32.79,80,0,2.24,clear sky
644,Nouakchott,MR,18.0858,-15.9785,71.53,58,0,14.34,clear sky
645,Kathmandu,NP,27.7167,85.3167,50.22,87,20,3.44,few clouds
646,Ketchikan,US,55.3422,-131.6461,45.07,81,100,6.91,overcast clouds
647,Natchez,US,31.5604,-91.4032,74.64,19,0,8.05,clear sky
648,Krasnoselkup,RU,65.7,82.4667,-17.07,100,100,6.44,overcast clouds
649,Matamoros,MX,25.5333,-103.25,82.51,15,75,5.75,broken clouds
650,Prizren,XK,42.2139,20.7397,35.24,74,62,4.05,broken clouds
651,Candido Mendes,BR,-1.4467,-45.7167,75.07,92,97,4.09,overcast clouds
652,Havoysund,NO,70.9963,24.6622,32.88,87,100,37.22,light snow
653,Nampula,MZ,-15.1165,39.2666,73.35,88,40,7.0,scattered clouds
654,Naron,ES,43.5167,-8.1528,55.69,90,100,13.8,overcast clouds
655,Gazimurskiy Zavod,RU,51.5461,118.3266,4.03,90,99,4.12,overcast clouds
656,Rodez,FR,44.5,2.5833,45.03,100,100,2.3,overcast clouds
657,Paso De Carrasco,UY,-34.8603,-56.0522,77.95,59,0,8.05,clear sky
658,Grootfontein,NA,-19.5667,18.1167,63.97,94,97,1.14,overcast clouds
659,San Ignacio,BZ,17.1561,-89.0714,77.85,70,51,6.44,broken clouds
660,Bursa,TR,40.1667,29.0833,33.84,85,100,4.12,overcast clouds
661,Ilo,PE,-17.6394,-71.3375,70.95,81,46,1.7,scattered clouds
662,Olga,RU,43.7444,135.2892,29.05,46,99,12.91,overcast clouds
663,Iskateley,RU,67.6803,53.1512,17.71,93,100,16.69,overcast clouds
664,Blora,ID,-6.9698,111.4186,74.41,92,100,4.41,overcast clouds
665,Nabire,ID,-3.3667,135.4833,76.82,90,96,2.26,overcast clouds
666,Gorontalo,ID,0.5412,123.0595,76.5,93,93,3.0,overcast clouds
667,Yamaga,JP,33.0167,130.6833,40.75,69,5,1.41,clear sky
668,Bilibino,RU,68.0546,166.4372,-3.86,99,75,2.66,broken clouds
669,Aldan,RU,58.6031,125.3894,-11.6,91,46,5.82,scattered clouds
670,Black Diamond,US,47.3087,-122.0032,52.0,88,100,1.99,light rain
671,Soyo,AO,-6.1349,12.3689,80.33,84,39,5.59,scattered clouds
672,Zheleznodorozhnyy,RU,55.7503,38.0042,28.81,96,100,3.4,overcast clouds
673,Coolum Beach,AU,-26.5333,153.1,73.22,99,83,5.5,light rain
674,Grand Gaube,MU,-20.0064,57.6608,79.2,90,27,9.69,scattered clouds
675,Morondava,MG,-20.2833,44.2833,79.18,86,44,5.41,light rain
676,Craig,US,40.5153,-107.5464,52.56,56,0,3.44,clear sky
677,Lazurne,UA,46.084,32.5295,37.94,87,98,8.77,overcast clouds
678,Mindelo,CV,16.8901,-24.9804,71.15,73,75,24.16,broken clouds
679,Manaure,CO,11.7751,-72.4445,80.71,66,96,20.49,overcast clouds
680,Syedove,UA,47.0768,38.156,43.0,93,100,13.38,overcast clouds
681,Mezhdurechensk,RU,53.6942,88.0603,11.84,93,100,6.76,light snow
682,Astorga,BR,-23.2325,-51.6656,77.4,87,100,3.06,overcast clouds
683,Kampot,KH,10.6167,104.1833,75.25,75,86,3.06,overcast clouds
684,Santa Rosalia,MX,27.3167,-112.2833,70.65,27,88,2.84,overcast clouds
685,Kon Tum,VN,14.35,108.0,60.94,95,71,2.82,broken clouds
686,Troitsk,RU,54.0979,61.5773,13.51,93,60,8.14,broken clouds
687,Basco,PH,20.4487,121.9702,75.25,76,96,16.22,overcast clouds
